1|1|1|1|1
2|1|1|1|2
3|1|1|1|3
4|1|1|1|4
5|1|1|1|5
6|1|1|1|6
7|1|1|1|7
8|2|1|2|1
9|2|1|2|2
10|2|1|2|3
11|2|1|2|4
12|2|1|2|5
13|2|1|3|6
14|2|1|3|7
15|2|1|3|8
16|2|1|3|9
17|2|1|3|10
18|2|1|3|11
19|2|1|3|12
20|2|1|3|13
21|2|1|3|14
22|2|1|3|15
23|2|1|3|16
24|2|1|4|17
25|2|1|4|18
26|2|1|4|19
27|2|1|4|20
28|2|1|4|21
29|2|1|4|22
30|2|1|4|23
31|2|1|4|24
32|2|1|5|25
33|2|1|5|26
34|2|1|5|27
35|2|1|5|28
36|2|1|5|29
37|2|1|6|30
38|2|1|6|31
39|2|1|6|32
40|2|1|6|33
41|2|1|6|34
42|2|1|6|35
43|2|1|6|36
44|2|1|6|37
45|2|1|7|38
46|2|1|7|39
47|2|1|7|40
48|2|1|7|41
49|2|1|7|42
50|2|1|7|43
51|2|1|7|44
52|2|1|7|45
53|2|1|7|46
54|2|1|7|47
55|2|1|7|48
56|2|1|8|49
57|2|1|8|50
58|2|1|8|51
59|2|1|8|52
60|2|1|8|53
61|2|1|8|54
62|2|1|8|55
63|2|1|8|56
64|2|1|8|57
65|2|1|9|58
66|2|1|9|59
67|2|1|9|60
68|2|1|9|61
69|2|1|10|62
70|2|1|10|63
71|2|1|10|64
72|2|1|10|65
73|2|1|10|66
74|2|1|10|67
75|2|1|10|68
76|2|1|10|69
77|2|1|11|70
78|2|1|11|71
79|2|1|11|72
80|2|1|11|73
81|2|1|11|74
82|2|1|11|75
83|2|1|11|76
84|2|1|12|77
85|2|1|12|78
86|2|1|12|79
87|2|1|12|80
88|2|1|12|81
89|2|1|12|82
90|2|1|12|83
91|2|1|13|84
92|2|1|13|85
93|2|1|13|86
94|2|1|13|87
95|2|1|13|88
96|2|1|14|89
97|2|1|14|90
98|2|1|14|91
99|2|1|14|92
100|2|1|14|93
101|2|1|15|94
102|2|1|15|95
103|2|1|15|96
104|2|1|15|97
105|2|1|15|98
106|2|1|15|99
107|2|1|15|100
108|2|1|15|101
109|2|1|16|102
110|2|1|16|103
111|2|1|16|104
112|2|1|16|105
113|2|1|17|106
114|2|1|17|107
115|2|1|17|108
116|2|1|17|109
117|2|1|17|110
118|2|1|17|111
119|2|1|17|112
120|2|1|18|113
121|2|1|18|114
122|2|1|18|115
123|2|1|18|116
124|2|1|18|117
125|2|1|18|118
126|2|1|18|119
127|2|1|19|120
128|2|1|19|121
129|2|1|19|122
130|2|1|19|123
131|2|1|19|124
132|2|1|19|125
133|2|1|19|126
134|2|1|20|127
135|2|1|20|128
136|2|1|20|129
137|2|1|20|130
138|2|1|20|131
139|2|1|20|132
140|2|1|20|133
141|2|1|20|134
142|2|1|21|135
143|2|1|21|136
144|2|1|21|137
145|2|1|21|138
146|2|1|21|139
147|2|1|21|140
148|2|1|21|141
149|2|2|22|142
150|2|2|22|143
151|2|2|22|144
152|2|2|22|145
153|2|2|23|146
154|2|2|23|147
155|2|2|23|148
156|2|2|23|149
157|2|2|23|150
158|2|2|23|151
159|2|2|23|152
160|2|2|23|153
161|2|2|24|154
162|2|2|24|155
163|2|2|24|156
164|2|2|24|157
165|2|2|24|158
166|2|2|24|159
167|2|2|24|160
168|2|2|24|161
169|2|2|24|162
170|2|2|24|163
171|2|2|25|164
172|2|2|25|165
173|2|2|25|166
174|2|2|25|167
175|2|2|25|168
176|2|2|25|169
177|2|2|26|170
178|2|2|26|171
179|2|2|26|172
180|2|2|26|173
181|2|2|26|174
182|2|2|26|175
183|2|2|26|176
184|2|2|27|177
185|2|2|27|178
186|2|2|27|179
187|2|2|27|180
188|2|2|27|181
189|2|2|28|182
190|2|2|28|183
191|2|2|28|184
192|2|2|28|185
193|2|2|28|186
194|2|2|29|187
195|2|2|29|188
196|2|2|29|189
197|2|2|29|190
198|2|2|30|191
199|2|2|30|192
200|2|2|30|193
201|2|2|30|194
202|2|2|30|195
203|2|2|30|196
204|2|2|31|197
205|2|2|31|198
206|2|2|31|199
207|2|2|31|200
208|2|2|31|201
209|2|2|31|202
210|2|2|32|203
211|2|2|32|204
212|2|2|32|205
213|2|2|32|206
214|2|2|32|207
215|2|2|32|208
216|2|2|32|209
217|2|2|32|210
218|2|2|33|211
219|2|2|33|212
220|2|2|33|213
221|2|2|33|214
222|2|2|33|215
223|2|2|34|216
224|2|2|34|217
225|2|2|34|218
226|2|2|34|219
227|2|2|35|220
228|2|2|35|221
229|2|2|35|222
230|2|2|35|223
231|2|2|35|224
232|2|2|36|225
233|2|2|36|226
234|2|2|36|227
235|2|2|36|228
236|2|2|36|229
237|2|2|36|230
238|2|2|37|231
239|2|2|37|232
240|2|2|37|233
241|2|2|38|234
242|2|2|38|235
243|2|2|38|236
244|2|2|38|237
245|2|2|39|238
246|2|2|39|239
247|2|2|39|240
248|2|2|39|241
249|2|2|39|242
250|2|2|39|243
251|2|2|39|244
252|2|2|39|245
253|2|2|40|246
254|2|2|40|247
255|2|2|40|248
256|2|2|41|249
257|2|2|41|250
258|2|2|41|251
259|2|2|41|252
260|2|3|42|253
261|2|3|42|254
262|2|3|42|255
263|2|3|42|256
264|2|3|43|257
265|2|3|43|258
266|2|3|43|259
267|2|3|44|260
268|2|3|44|261
269|2|3|44|262
270|2|3|44|263
271|2|3|44|264
272|2|3|45|265
273|2|3|45|266
274|2|3|45|267
275|2|3|45|268
276|2|3|45|269
277|2|3|46|270
278|2|3|46|271
279|2|3|46|272
280|2|3|46|273
281|2|3|46|274
282|2|3|47|275
283|2|3|47|276
284|2|3|47|277
285|2|3|47|278
286|2|3|47|279
287|2|3|47|280
288|2|3|47|281
289|2|3|48|282
290|2|3|49|283
291|2|3|49|284
292|2|3|49|285
293|2|3|49|286
294|3|3|50|1
295|3|3|50|2
296|3|3|50|3
297|3|3|50|4
298|3|3|50|5
299|3|3|50|6
300|3|3|50|7
301|3|3|50|8
302|3|3|50|9
303|3|3|51|10
304|3|3|51|11
305|3|3|51|12
306|3|3|51|13
307|3|3|51|14
308|3|3|51|15
309|3|3|52|16
